SOUNDLEVEL,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
84.231,3220,2018-08-16 22:58:32:816
84.231,3225,2018-08-16 22:58:32:821
84.231,3230,2018-08-16 22:58:32:826
84.231,3236,2018-08-16 22:58:32:832
84.231,3240,2018-08-16 22:58:32:836
84.231,3246,2018-08-16 22:58:32:842
84.231,3250,2018-08-16 22:58:32:846
84.231,3256,2018-08-16 22:58:32:852
84.231,3261,2018-08-16 22:58:32:857
84.231,3266,2018-08-16 22:58:32:862
84.231,3270,2018-08-16 22:58:32:866
84.231,3276,2018-08-16 22:58:32:872
84.231,3281,2018-08-16 22:58:32:877
84.231,3286,2018-08-16 22:58:32:882
84.231,3292,2018-08-16 22:58:32:888
91.199,3295,2018-08-16 22:58:32:891
91.199,3300,2018-08-16 22:58:32:896
91.199,3305,2018-08-16 22:58:32:901
91.199,3311,2018-08-16 22:58:32:907
91.199,3317,2018-08-16 22:58:32:913
91.199,3320,2018-08-16 22:58:32:916
91.199,3326,2018-08-16 22:58:32:922
91.199,3331,2018-08-16 22:58:32:927
91.199,3336,2018-08-16 22:58:32:932
91.199,3341,2018-08-16 22:58:32:937
91.199,3346,2018-08-16 22:58:32:942
91.199,3350,2018-08-16 22:58:32:946
91.199,3356,2018-08-16 22:58:32:952
91.199,3360,2018-08-16 22:58:32:956
91.199,3366,2018-08-16 22:58:32:962
91.199,3371,2018-08-16 22:58:32:967
91.199,3375,2018-08-16 22:58:32:971
91.199,3381,2018-08-16 22:58:32:977
91.199,3385,2018-08-16 22:58:32:981
91.199,3391,2018-08-16 22:58:32:987
91.199,3396,2018-08-16 22:58:32:992
91.199,3400,2018-08-16 22:58:32:996
91.199,3405,2018-08-16 22:58:33:001
91.199,3411,2018-08-16 22:58:33:007
91.199,3416,2018-08-16 22:58:33:012
91.199,3420,2018-08-16 22:58:33:016
91.199,3425,2018-08-16 22:58:33:021
91.199,3431,2018-08-16 22:58:33:027
91.199,3435,2018-08-16 22:58:33:031
91.199,3441,2018-08-16 22:58:33:037
91.199,3446,2018-08-16 22:58:33:042
91.199,3451,2018-08-16 22:58:33:047
91.199,3456,2018-08-16 22:58:33:052
91.199,3461,2018-08-16 22:58:33:057
91.199,3465,2018-08-16 22:58:33:061
91.199,3470,2018-08-16 22:58:33:066
91.199,3475,2018-08-16 22:58:33:071
91.199,3481,2018-08-16 22:58:33:077
91.199,3486,2018-08-16 22:58:33:082
91.199,3492,2018-08-16 22:58:33:088
91.199,3496,2018-08-16 22:58:33:092
91.199,3500,2018-08-16 22:58:33:096
91.199,3505,2018-08-16 22:58:33:101
91.199,3511,2018-08-16 22:58:33:107
91.199,3516,2018-08-16 22:58:33:112
91.199,3521,2018-08-16 22:58:33:117
91.199,3526,2018-08-16 22:58:33:122
91.199,3531,2018-08-16 22:58:33:127
91.199,3535,2018-08-16 22:58:33:131
91.199,3541,2018-08-16 22:58:33:137
91.199,3546,2018-08-16 22:58:33:142
91.199,3551,2018-08-16 22:58:33:147
91.199,3556,2018-08-16 22:58:33:152
91.199,3561,2018-08-16 22:58:33:157
91.199,3566,2018-08-16 22:58:33:162
91.199,3572,2018-08-16 22:58:33:168
91.199,3576,2018-08-16 22:58:33:172
91.199,3581,2018-08-16 22:58:33:177
91.199,3586,2018-08-16 22:58:33:182
91.199,3590,2018-08-16 22:58:33:186
91.199,3596,2018-08-16 22:58:33:192
91.199,3600,2018-08-16 22:58:33:196
91.199,3606,2018-08-16 22:58:33:202
91.199,3610,2018-08-16 22:58:33:206
91.199,3615,2018-08-16 22:58:33:211
91.199,3620,2018-08-16 22:58:33:216
90.842,3626,2018-08-16 22:58:33:222
90.842,3630,2018-08-16 22:58:33:226
90.842,3636,2018-08-16 22:58:33:232
90.842,3641,2018-08-16 22:58:33:237
90.842,3646,2018-08-16 22:58:33:242
90.842,3650,2018-08-16 22:58:33:246
90.842,3656,2018-08-16 22:58:33:252
90.842,3660,2018-08-16 22:58:33:256
90.842,3666,2018-08-16 22:58:33:262
90.842,3670,2018-08-16 22:58:33:266
90.842,3675,2018-08-16 22:58:33:271
90.842,3680,2018-08-16 22:58:33:276
90.842,3686,2018-08-16 22:58:33:282
90.842,3692,2018-08-16 22:58:33:288
90.842,3695,2018-08-16 22:58:33:291
90.842,3701,2018-08-16 22:58:33:297
90.842,3706,2018-08-16 22:58:33:302
90.842,3711,2018-08-16 22:58:33:307
90.842,3715,2018-08-16 22:58:33:311
90.842,3721,2018-08-16 22:58:33:317
90.842,3725,2018-08-16 22:58:33:321
90.842,3731,2018-08-16 22:58:33:327
90.842,3735,2018-08-16 22:58:33:331
90.842,3741,2018-08-16 22:58:33:337
90.842,3746,2018-08-16 22:58:33:342
90.842,3750,2018-08-16 22:58:33:346
90.842,3756,2018-08-16 22:58:33:352
90.842,3761,2018-08-16 22:58:33:357
90.842,3765,2018-08-16 22:58:33:361
90.842,3772,2018-08-16 22:58:33:368
90.842,3776,2018-08-16 22:58:33:372
90.842,3781,2018-08-16 22:58:33:377
90.842,3785,2018-08-16 22:58:33:381
90.842,3792,2018-08-16 22:58:33:388
90.842,3796,2018-08-16 22:58:33:392
90.842,3801,2018-08-16 22:58:33:397
90.842,3805,2018-08-16 22:58:33:401
90.842,3811,2018-08-16 22:58:33:407
90.842,3816,2018-08-16 22:58:33:412
90.842,3821,2018-08-16 22:58:33:417
90.842,3826,2018-08-16 22:58:33:422
90.842,3831,2018-08-16 22:58:33:427
90.842,3835,2018-08-16 22:58:33:431
90.842,3841,2018-08-16 22:58:33:437
90.842,3845,2018-08-16 22:58:33:441
90.842,3851,2018-08-16 22:58:33:447
90.842,3856,2018-08-16 22:58:33:452
90.842,3861,2018-08-16 22:58:33:457
90.842,3865,2018-08-16 22:58:33:461
90.842,3871,2018-08-16 22:58:33:467
90.842,3876,2018-08-16 22:58:33:472
90.842,3881,2018-08-16 22:58:33:477
90.842,3886,2018-08-16 22:58:33:482
90.842,3891,2018-08-16 22:58:33:487
90.842,3896,2018-08-16 22:58:33:492
90.842,3900,2018-08-16 22:58:33:496
90.842,3906,2018-08-16 22:58:33:502
90.842,3911,2018-08-16 22:58:33:507
90.842,3916,2018-08-16 22:58:33:512
90.842,3920,2018-08-16 22:58:33:516
90.842,3926,2018-08-16 22:58:33:522
90.842,3931,2018-08-16 22:58:33:527
90.842,3935,2018-08-16 22:58:33:531
90.842,3941,2018-08-16 22:58:33:537
89.801,3946,2018-08-16 22:58:33:542
89.801,3953,2018-08-16 22:58:33:549
89.801,3956,2018-08-16 22:58:33:552
89.801,3963,2018-08-16 22:58:33:559
89.801,3965,2018-08-16 22:58:33:561
89.801,3971,2018-08-16 22:58:33:567
89.801,3975,2018-08-16 22:58:33:571
89.801,3981,2018-08-16 22:58:33:577
89.801,3985,2018-08-16 22:58:33:581
89.801,3991,2018-08-16 22:58:33:587
89.801,3996,2018-08-16 22:58:33:592
89.801,4000,2018-08-16 22:58:33:596
89.801,4005,2018-08-16 22:58:33:601
89.801,4011,2018-08-16 22:58:33:607
89.801,4015,2018-08-16 22:58:33:611
89.801,4021,2018-08-16 22:58:33:617
89.801,4026,2018-08-16 22:58:33:622
89.801,4032,2018-08-16 22:58:33:628
89.801,4035,2018-08-16 22:58:33:631
89.801,4041,2018-08-16 22:58:33:637
89.801,4046,2018-08-16 22:58:33:642
89.801,4051,2018-08-16 22:58:33:647
89.801,4056,2018-08-16 22:58:33:652
89.801,4061,2018-08-16 22:58:33:657
89.801,4066,2018-08-16 22:58:33:662
89.801,4070,2018-08-16 22:58:33:666
89.801,4075,2018-08-16 22:58:33:671
89.801,4080,2018-08-16 22:58:33:676
89.801,4089,2018-08-16 22:58:33:685
89.801,4090,2018-08-16 22:58:33:686
89.801,4095,2018-08-16 22:58:33:691
89.801,4101,2018-08-16 22:58:33:697
89.801,4106,2018-08-16 22:58:33:702
89.801,4110,2018-08-16 22:58:33:706
89.801,4118,2018-08-16 22:58:33:714
89.801,4120,2018-08-16 22:58:33:716
89.801,4125,2018-08-16 22:58:33:721
89.801,4131,2018-08-16 22:58:33:727
89.801,4135,2018-08-16 22:58:33:731
89.801,4140,2018-08-16 22:58:33:736
89.801,4145,2018-08-16 22:58:33:741
89.801,4150,2018-08-16 22:58:33:746
89.801,4156,2018-08-16 22:58:33:752
89.801,4160,2018-08-16 22:58:33:756
89.801,4166,2018-08-16 22:58:33:762
89.801,4171,2018-08-16 22:58:33:767
89.801,4176,2018-08-16 22:58:33:772
89.801,4181,2018-08-16 22:58:33:777
89.801,4185,2018-08-16 22:58:33:781
89.801,4190,2018-08-16 22:58:33:786
89.801,4195,2018-08-16 22:58:33:791
89.801,4200,2018-08-16 22:58:33:796
89.801,4206,2018-08-16 22:58:33:802
89.801,4211,2018-08-16 22:58:33:807
89.801,4215,2018-08-16 22:58:33:811
89.801,4220,2018-08-16 22:58:33:816
89.801,4225,2018-08-16 22:58:33:821
89.801,4231,2018-08-16 22:58:33:827
89.801,4235,2018-08-16 22:58:33:831
89.801,4241,2018-08-16 22:58:33:837
89.801,4247,2018-08-16 22:58:33:843
89.801,4252,2018-08-16 22:58:33:848
89.801,4255,2018-08-16 22:58:33:851
89.801,4261,2018-08-16 22:58:33:857
89.801,4266,2018-08-16 22:58:33:862
89.801,4271,2018-08-16 22:58:33:867
91.469,4276,2018-08-16 22:58:33:872
91.469,4281,2018-08-16 22:58:33:877
91.469,4286,2018-08-16 22:58:33:882
91.469,4290,2018-08-16 22:58:33:886
91.469,4296,2018-08-16 22:58:33:892
91.469,4303,2018-08-16 22:58:33:899
91.469,4306,2018-08-16 22:58:33:902
91.469,4311,2018-08-16 22:58:33:907
91.469,4315,2018-08-16 22:58:33:911
91.469,4320,2018-08-16 22:58:33:916
91.469,4325,2018-08-16 22:58:33:921
91.469,4331,2018-08-16 22:58:33:927
91.469,4335,2018-08-16 22:58:33:931
91.469,4341,2018-08-16 22:58:33:937
91.469,4346,2018-08-16 22:58:33:942
91.469,4351,2018-08-16 22:58:33:947
91.469,4355,2018-08-16 22:58:33:951
91.469,4361,2018-08-16 22:58:33:957
91.469,4365,2018-08-16 22:58:33:961
91.469,4371,2018-08-16 22:58:33:967
91.469,4376,2018-08-16 22:58:33:972
91.469,4381,2018-08-16 22:58:33:977
91.469,4386,2018-08-16 22:58:33:982
91.469,4390,2018-08-16 22:58:33:986
91.469,4395,2018-08-16 22:58:33:991
91.469,4400,2018-08-16 22:58:33:996
91.469,4406,2018-08-16 22:58:34:002
91.469,4411,2018-08-16 22:58:34:007
91.469,4416,2018-08-16 22:58:34:012
91.469,4421,2018-08-16 22:58:34:017
91.469,4426,2018-08-16 22:58:34:022
91.469,4431,2018-08-16 22:58:34:027
91.469,4435,2018-08-16 22:58:34:031
91.469,4441,2018-08-16 22:58:34:037
91.469,4446,2018-08-16 22:58:34:042
91.469,4451,2018-08-16 22:58:34:047
91.469,4456,2018-08-16 22:58:34:052
91.469,4461,2018-08-16 22:58:34:057
91.469,4466,2018-08-16 22:58:34:062
91.469,4471,2018-08-16 22:58:34:067
91.469,4476,2018-08-16 22:58:34:072
91.469,4480,2018-08-16 22:58:34:076
91.469,4486,2018-08-16 22:58:34:082
91.469,4491,2018-08-16 22:58:34:087
91.469,4496,2018-08-16 22:58:34:092
91.469,4501,2018-08-16 22:58:34:097
91.469,4505,2018-08-16 22:58:34:101
91.469,4510,2018-08-16 22:58:34:106
91.469,4515,2018-08-16 22:58:34:111
91.469,4521,2018-08-16 22:58:34:117
91.469,4526,2018-08-16 22:58:34:122
91.469,4530,2018-08-16 22:58:34:126
91.469,4535,2018-08-16 22:58:34:131
91.469,4541,2018-08-16 22:58:34:137
91.469,4546,2018-08-16 22:58:34:142
91.469,4550,2018-08-16 22:58:34:146
91.469,4555,2018-08-16 22:58:34:151
91.469,4561,2018-08-16 22:58:34:157
91.469,4565,2018-08-16 22:58:34:161
91.469,4570,2018-08-16 22:58:34:166
91.469,4576,2018-08-16 22:58:34:172
91.469,4581,2018-08-16 22:58:34:177
91.469,4586,2018-08-16 22:58:34:182
91.469,4590,2018-08-16 22:58:34:186
92.643,4596,2018-08-16 22:58:34:192
92.643,4600,2018-08-16 22:58:34:196
92.643,4605,2018-08-16 22:58:34:201
92.643,4611,2018-08-16 22:58:34:207
92.643,4616,2018-08-16 22:58:34:212
92.643,4621,2018-08-16 22:58:34:217
92.643,4626,2018-08-16 22:58:34:222
92.643,4631,2018-08-16 22:58:34:227
92.643,4636,2018-08-16 22:58:34:232
92.643,4641,2018-08-16 22:58:34:237
92.643,4645,2018-08-16 22:58:34:241
92.643,4650,2018-08-16 22:58:34:246
92.643,4655,2018-08-16 22:58:34:251
92.643,4661,2018-08-16 22:58:34:257
92.643,4665,2018-08-16 22:58:34:261
92.643,4672,2018-08-16 22:58:34:268
92.643,4675,2018-08-16 22:58:34:271
92.643,4681,2018-08-16 22:58:34:277
92.643,4685,2018-08-16 22:58:34:281
92.643,4691,2018-08-16 22:58:34:287
92.643,4696,2018-08-16 22:58:34:292
92.643,4700,2018-08-16 22:58:34:296
92.643,4706,2018-08-16 22:58:34:302
92.643,4711,2018-08-16 22:58:34:307
92.643,4715,2018-08-16 22:58:34:311
92.643,4720,2018-08-16 22:58:34:316
92.643,4726,2018-08-16 22:58:34:322
92.643,4733,2018-08-16 22:58:34:329
92.643,4735,2018-08-16 22:58:34:331
92.643,4741,2018-08-16 22:58:34:337
92.643,4745,2018-08-16 22:58:34:341
92.643,4751,2018-08-16 22:58:34:347
92.643,4756,2018-08-16 22:58:34:352
92.643,4761,2018-08-16 22:58:34:357
92.643,4766,2018-08-16 22:58:34:362
92.643,4771,2018-08-16 22:58:34:367
92.643,4776,2018-08-16 22:58:34:372
92.643,4781,2018-08-16 22:58:34:377
92.643,4785,2018-08-16 22:58:34:381
92.643,4790,2018-08-16 22:58:34:386
92.643,4796,2018-08-16 22:58:34:392
92.643,4800,2018-08-16 22:58:34:396
92.643,4805,2018-08-16 22:58:34:401
92.643,4811,2018-08-16 22:58:34:407
92.643,4816,2018-08-16 22:58:34:412
92.643,4820,2018-08-16 22:58:34:416
92.643,4825,2018-08-16 22:58:34:421
92.643,4831,2018-08-16 22:58:34:427
92.643,4835,2018-08-16 22:58:34:431
92.643,4841,2018-08-16 22:58:34:437
92.643,4846,2018-08-16 22:58:34:442
92.643,4850,2018-08-16 22:58:34:446
92.643,4856,2018-08-16 22:58:34:452
92.643,4861,2018-08-16 22:58:34:457
92.643,4865,2018-08-16 22:58:34:461
92.643,4871,2018-08-16 22:58:34:467
92.643,4876,2018-08-16 22:58:34:472
92.643,4881,2018-08-16 22:58:34:477
92.643,4885,2018-08-16 22:58:34:481
92.643,4891,2018-08-16 22:58:34:487
92.643,4896,2018-08-16 22:58:34:492
92.643,4900,2018-08-16 22:58:34:496
92.643,4906,2018-08-16 22:58:34:502
92.643,4911,2018-08-16 22:58:34:507
92.643,4915,2018-08-16 22:58:34:511
92.643,4921,2018-08-16 22:58:34:517
72.351,4925,2018-08-16 22:58:34:521
72.351,4931,2018-08-16 22:58:34:527
72.351,4936,2018-08-16 22:58:34:532
72.351,4940,2018-08-16 22:58:34:536
72.351,4946,2018-08-16 22:58:34:542
72.351,4951,2018-08-16 22:58:34:547
72.351,4956,2018-08-16 22:58:34:552
72.351,4960,2018-08-16 22:58:34:556
72.351,4965,2018-08-16 22:58:34:561
72.351,4971,2018-08-16 22:58:34:567
72.351,4975,2018-08-16 22:58:34:571
72.351,4980,2018-08-16 22:58:34:576
72.351,4985,2018-08-16 22:58:34:581
72.351,4990,2018-08-16 22:58:34:586
72.351,4996,2018-08-16 22:58:34:592
72.351,5000,2018-08-16 22:58:34:596
72.351,5005,2018-08-16 22:58:34:601
72.351,5010,2018-08-16 22:58:34:606
72.351,5016,2018-08-16 22:58:34:612
72.351,5021,2018-08-16 22:58:34:617
72.351,5026,2018-08-16 22:58:34:622
72.351,5030,2018-08-16 22:58:34:626
72.351,5035,2018-08-16 22:58:34:631
72.351,5041,2018-08-16 22:58:34:637
72.351,5045,2018-08-16 22:58:34:641
72.351,5052,2018-08-16 22:58:34:648
72.351,5055,2018-08-16 22:58:34:651
72.351,5061,2018-08-16 22:58:34:657
72.351,5066,2018-08-16 22:58:34:662
72.351,5071,2018-08-16 22:58:34:667
72.351,5077,2018-08-16 22:58:34:673
72.351,5080,2018-08-16 22:58:34:676
72.351,5085,2018-08-16 22:58:34:681
72.351,5090,2018-08-16 22:58:34:686
72.351,5096,2018-08-16 22:58:34:692
72.351,5101,2018-08-16 22:58:34:697
72.351,5106,2018-08-16 22:58:34:702
72.351,5110,2018-08-16 22:58:34:706
72.351,5115,2018-08-16 22:58:34:711
72.351,5120,2018-08-16 22:58:34:716
72.351,5126,2018-08-16 22:58:34:722
72.351,5130,2018-08-16 22:58:34:726
72.351,5136,2018-08-16 22:58:34:732
72.351,5140,2018-08-16 22:58:34:736
72.351,5146,2018-08-16 22:58:34:742
72.351,5151,2018-08-16 22:58:34:747
72.351,5156,2018-08-16 22:58:34:752
72.351,5160,2018-08-16 22:58:34:756
72.351,5166,2018-08-16 22:58:34:762
72.351,5170,2018-08-16 22:58:34:766
72.351,5176,2018-08-16 22:58:34:772
72.351,5181,2018-08-16 22:58:34:777
72.351,5185,2018-08-16 22:58:34:781
72.351,5191,2018-08-16 22:58:34:787
72.351,5196,2018-08-16 22:58:34:792
72.351,5200,2018-08-16 22:58:34:796
72.351,5206,2018-08-16 22:58:34:802
72.351,5211,2018-08-16 22:58:34:807
72.351,5215,2018-08-16 22:58:34:811
72.351,5220,2018-08-16 22:58:34:816
72.351,5226,2018-08-16 22:58:34:822
72.351,5230,2018-08-16 22:58:34:826
72.351,5236,2018-08-16 22:58:34:832
72.351,5240,2018-08-16 22:58:34:836
65.762,5246,2018-08-16 22:58:34:842
65.762,5253,2018-08-16 22:58:34:849
65.762,5255,2018-08-16 22:58:34:851
65.762,5260,2018-08-16 22:58:34:856
65.762,5265,2018-08-16 22:58:34:861
65.762,5271,2018-08-16 22:58:34:867
65.762,5275,2018-08-16 22:58:34:871
65.762,5281,2018-08-16 22:58:34:877
65.762,5286,2018-08-16 22:58:34:882
65.762,5290,2018-08-16 22:58:34:886
65.762,5296,2018-08-16 22:58:34:892
65.762,5300,2018-08-16 22:58:34:896
65.762,5306,2018-08-16 22:58:34:902
65.762,5311,2018-08-16 22:58:34:907
65.762,5316,2018-08-16 22:58:34:912
65.762,5321,2018-08-16 22:58:34:917
65.762,5326,2018-08-16 22:58:34:922
65.762,5331,2018-08-16 22:58:34:927
65.762,5336,2018-08-16 22:58:34:932
65.762,5341,2018-08-16 22:58:34:937
65.762,5346,2018-08-16 22:58:34:942
65.762,5351,2018-08-16 22:58:34:947
65.762,5356,2018-08-16 22:58:34:952
65.762,5361,2018-08-16 22:58:34:957
65.762,5366,2018-08-16 22:58:34:962
65.762,5372,2018-08-16 22:58:34:968
65.762,5376,2018-08-16 22:58:34:972
65.762,5381,2018-08-16 22:58:34:977
65.762,5385,2018-08-16 22:58:34:981
65.762,5390,2018-08-16 22:58:34:986
65.762,5396,2018-08-16 22:58:34:992
65.762,5400,2018-08-16 22:58:34:996
65.762,5405,2018-08-16 22:58:35:001
65.762,5410,2018-08-16 22:58:35:006
65.762,5415,2018-08-16 22:58:35:011
65.762,5421,2018-08-16 22:58:35:017
65.762,5425,2018-08-16 22:58:35:021
65.762,5430,2018-08-16 22:58:35:026
65.762,5435,2018-08-16 22:58:35:031
65.762,5441,2018-08-16 22:58:35:037
65.762,5445,2018-08-16 22:58:35:041
65.762,5451,2018-08-16 22:58:35:047
65.762,5456,2018-08-16 22:58:35:052
65.762,5461,2018-08-16 22:58:35:057
65.762,5465,2018-08-16 22:58:35:061
65.762,5471,2018-08-16 22:58:35:067
65.762,5475,2018-08-16 22:58:35:071
65.762,5482,2018-08-16 22:58:35:078
65.762,5486,2018-08-16 22:58:35:082
65.762,5491,2018-08-16 22:58:35:087
65.762,5495,2018-08-16 22:58:35:091
65.762,5502,2018-08-16 22:58:35:098
65.762,5506,2018-08-16 22:58:35:102
65.762,5511,2018-08-16 22:58:35:107
65.762,5516,2018-08-16 22:58:35:112
65.762,5520,2018-08-16 22:58:35:116
65.762,5525,2018-08-16 22:58:35:121
65.762,5531,2018-08-16 22:58:35:127
65.762,5535,2018-08-16 22:58:35:131
65.762,5540,2018-08-16 22:58:35:136
65.762,5545,2018-08-16 22:58:35:141
65.762,5551,2018-08-16 22:58:35:147
65.762,5555,2018-08-16 22:58:35:151
65.762,5561,2018-08-16 22:58:35:157
65.762,5566,2018-08-16 22:58:35:162
65.762,5570,2018-08-16 22:58:35:166
84.374,5576,2018-08-16 22:58:35:172
84.374,5581,2018-08-16 22:58:35:177
84.374,5586,2018-08-16 22:58:35:182
84.374,5590,2018-08-16 22:58:35:186
84.374,5596,2018-08-16 22:58:35:192
84.374,5601,2018-08-16 22:58:35:197
84.374,5605,2018-08-16 22:58:35:201
84.374,5611,2018-08-16 22:58:35:207
84.374,5616,2018-08-16 22:58:35:212
84.374,5621,2018-08-16 22:58:35:217
84.374,5626,2018-08-16 22:58:35:222
84.374,5630,2018-08-16 22:58:35:226
84.374,5635,2018-08-16 22:58:35:231
84.374,5641,2018-08-16 22:58:35:237
84.374,5646,2018-08-16 22:58:35:242
84.374,5651,2018-08-16 22:58:35:247
84.374,5656,2018-08-16 22:58:35:252
84.374,5661,2018-08-16 22:58:35:257
84.374,5666,2018-08-16 22:58:35:262
84.374,5671,2018-08-16 22:58:35:267
84.374,5675,2018-08-16 22:58:35:271
84.374,5681,2018-08-16 22:58:35:277
84.374,5686,2018-08-16 22:58:35:282
84.374,5691,2018-08-16 22:58:35:287
84.374,5695,2018-08-16 22:58:35:291
84.374,5700,2018-08-16 22:58:35:296
84.374,5706,2018-08-16 22:58:35:302
84.374,5711,2018-08-16 22:58:35:307
84.374,5716,2018-08-16 22:58:35:312
84.374,5721,2018-08-16 22:58:35:317
84.374,5726,2018-08-16 22:58:35:322
84.374,5730,2018-08-16 22:58:35:326
84.374,5735,2018-08-16 22:58:35:331
84.374,5740,2018-08-16 22:58:35:336
84.374,5746,2018-08-16 22:58:35:342
84.374,5751,2018-08-16 22:58:35:347
84.374,5755,2018-08-16 22:58:35:351
84.374,5761,2018-08-16 22:58:35:357
84.374,5766,2018-08-16 22:58:35:362
84.374,5771,2018-08-16 22:58:35:367
84.374,5775,2018-08-16 22:58:35:371
84.374,5781,2018-08-16 22:58:35:377
84.374,5786,2018-08-16 22:58:35:382
84.374,5791,2018-08-16 22:58:35:387
84.374,5795,2018-08-16 22:58:35:391
84.374,5800,2018-08-16 22:58:35:396
84.374,5806,2018-08-16 22:58:35:402
84.374,5810,2018-08-16 22:58:35:406
84.374,5815,2018-08-16 22:58:35:411
84.374,5821,2018-08-16 22:58:35:417
84.374,5826,2018-08-16 22:58:35:422
84.374,5830,2018-08-16 22:58:35:426
84.374,5835,2018-08-16 22:58:35:431
84.374,5841,2018-08-16 22:58:35:437
84.374,5846,2018-08-16 22:58:35:442
84.374,5851,2018-08-16 22:58:35:447
84.374,5856,2018-08-16 22:58:35:452
84.374,5861,2018-08-16 22:58:35:457
84.374,5866,2018-08-16 22:58:35:462
84.374,5871,2018-08-16 22:58:35:467
84.374,5876,2018-08-16 22:58:35:472
84.374,5881,2018-08-16 22:58:35:477
84.374,5886,2018-08-16 22:58:35:482
84.374,5891,2018-08-16 22:58:35:487
84.374,5896,2018-08-16 22:58:35:492
84.374,5901,2018-08-16 22:58:35:497
86.403,5906,2018-08-16 22:58:35:502
86.403,5911,2018-08-16 22:58:35:507
86.403,5915,2018-08-16 22:58:35:511
86.403,5921,2018-08-16 22:58:35:517
86.403,5925,2018-08-16 22:58:35:521
86.403,5931,2018-08-16 22:58:35:527
86.403,5936,2018-08-16 22:58:35:532
86.403,5941,2018-08-16 22:58:35:537
86.403,5946,2018-08-16 22:58:35:542
86.403,5951,2018-08-16 22:58:35:547
86.403,5956,2018-08-16 22:58:35:552
86.403,5961,2018-08-16 22:58:35:557
86.403,5965,2018-08-16 22:58:35:561
86.403,5970,2018-08-16 22:58:35:566
86.403,5976,2018-08-16 22:58:35:572
86.403,5982,2018-08-16 22:58:35:578
86.403,5985,2018-08-16 22:58:35:581
86.403,5990,2018-08-16 22:58:35:586
86.403,5995,2018-08-16 22:58:35:591
86.403,6000,2018-08-16 22:58:35:596
86.403,6006,2018-08-16 22:58:35:602
86.403,6011,2018-08-16 22:58:35:607
86.403,6016,2018-08-16 22:58:35:612
86.403,6020,2018-08-16 22:58:35:616
86.403,6026,2018-08-16 22:58:35:622
86.403,6031,2018-08-16 22:58:35:627
86.403,6036,2018-08-16 22:58:35:632
86.403,6040,2018-08-16 22:58:35:636
86.403,6046,2018-08-16 22:58:35:642
86.403,6051,2018-08-16 22:58:35:647
86.403,6057,2018-08-16 22:58:35:653
86.403,6060,2018-08-16 22:58:35:656
86.403,6066,2018-08-16 22:58:35:662
86.403,6071,2018-08-16 22:58:35:667
86.403,6076,2018-08-16 22:58:35:672
86.403,6081,2018-08-16 22:58:35:677
86.403,6085,2018-08-16 22:58:35:681
86.403,6091,2018-08-16 22:58:35:687
86.403,6096,2018-08-16 22:58:35:692
86.403,6102,2018-08-16 22:58:35:698
86.403,6106,2018-08-16 22:58:35:702
86.403,6111,2018-08-16 22:58:35:707
86.403,6116,2018-08-16 22:58:35:712
86.403,6121,2018-08-16 22:58:35:717
86.403,6125,2018-08-16 22:58:35:721
86.403,6132,2018-08-16 22:58:35:728
86.403,6135,2018-08-16 22:58:35:731
86.403,6140,2018-08-16 22:58:35:736
86.403,6145,2018-08-16 22:58:35:741
86.403,6152,2018-08-16 22:58:35:748
86.403,6156,2018-08-16 22:58:35:752
86.403,6161,2018-08-16 22:58:35:757
86.403,6165,2018-08-16 22:58:35:761
86.403,6170,2018-08-16 22:58:35:766
86.403,6176,2018-08-16 22:58:35:772
86.403,6182,2018-08-16 22:58:35:778
86.403,6185,2018-08-16 22:58:35:781
86.403,6193,2018-08-16 22:58:35:789
86.403,6195,2018-08-16 22:58:35:791
86.403,6202,2018-08-16 22:58:35:798
86.403,6206,2018-08-16 22:58:35:802
86.403,6210,2018-08-16 22:58:35:806
86.403,6216,2018-08-16 22:58:35:812
86.403,6221,2018-08-16 22:58:35:817
91.551,6226,2018-08-16 22:58:35:822
91.551,6231,2018-08-16 22:58:35:827
91.551,6236,2018-08-16 22:58:35:832
91.551,6244,2018-08-16 22:58:35:840
91.551,6245,2018-08-16 22:58:35:841
91.551,6252,2018-08-16 22:58:35:848
91.551,6255,2018-08-16 22:58:35:851
91.551,6261,2018-08-16 22:58:35:857
91.551,6265,2018-08-16 22:58:35:861
91.551,6271,2018-08-16 22:58:35:867
91.551,6276,2018-08-16 22:58:35:872
91.551,6281,2018-08-16 22:58:35:877
91.551,6285,2018-08-16 22:58:35:881
91.551,6291,2018-08-16 22:58:35:887
