ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR_X,LINEAR_Y,LINEAR_Z,GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUNDLEVEL,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time  ,Date
-0.7813,-0.0849,9.8372,-0.7682,-0.0814,9.7762,-0.0027,-0.0096,0.0019,0.0003,-0.0005,-0.0005,30,-40.54,-26.78,-40.65,121.78,0.47,4.49,5,25.064,,,,NaN,,,,0 / 0,41507,2018-08-11 08:39:08:445
-0.7885,-0.0766,9.8324,-0.7713,-0.0798,9.7759,-0.0087,0.0022,0,0.0003,-0.0005,0.0007,30,-41.24,-26.78,-40.64,121.77,0.47,4.51,5,23.344,,,,NaN,,,,0 / 0,42008,2018-08-11 08:39:08:946
-0.7813,-0.0849,9.8396,-0.7728,-0.0794,9.7758,-0.0014,-0.005,-0.0004,0.0003,-0.0005,0.0007,30,-41.61,-27.39,-39.47,121.26,0.46,4.52,5,25.077,,,,NaN,,,,0 / 0,42507,2018-08-11 08:39:09:445
-0.7717,-0.0897,9.842,-0.7698,-0.078,9.7761,0.0048,-0.0105,-0.0027,0.0003,-0.0005,-0.0005,30,-41.94,-26.79,-39.46,121.26,0.45,4.51,5,21.583,,,,NaN,,,,0 / 0,43007,2018-08-11 08:39:09:945
-0.7705,-0.0802,9.8432,-0.768,-0.0813,9.7762,-0.0087,-0.0012,-0.0062,0.0003,-0.0005,0.0007,30,-41.79,-27.05,-41.53,121.17,0.47,4.49,5,21.772,,,,NaN,,,,0 / 0,43507,2018-08-11 08:39:10:445
-0.7765,-0.0849,9.842,-0.772,-0.0775,9.7759,-0.0044,0.0011,0.0004,-0.001,0.0007,-0.0005,30,-39.98,-25.58,-41.51,121.35,0.45,4.52,5,22.356,,,,NaN,,,,0 / 0,44006,2018-08-11 08:39:10:944
-0.7693,-0.0849,9.8504,-0.7697,-0.0804,9.7761,-0.0024,-0.0018,-0.0031,0.0003,-0.0005,0.0007,30,-42.15,-27.67,-40.36,122.16,0.47,4.5,5,23.437,,,,NaN,,,,0 / 0,44508,2018-08-11 08:39:11:446
-0.7633,-0.0766,9.8432,-0.7694,-0.0789,9.7761,0.0003,-0.0137,-0.014,0.0015,-0.0005,-0.0005,30,-41.44,-27.37,-40.95,121.76,0.45,4.5,5,22.078,,,,NaN,,,,0 / 0,45007,2018-08-11 08:39:11:945
-0.7753,-0.0909,9.8516,-0.7666,-0.0786,9.7763,0.0031,-0.0046,0.0059,0.0003,-0.0005,0.0007,30,-41.95,-27.08,-40.05,121.23,0.46,4.49,5,22.359,,,,NaN,,,,0 / 0,45507,2018-08-11 08:39:12:445
-0.7657,-0.0813,9.8468,-0.7643,-0.0748,9.7765,0.0021,-0.0094,0.0004,0.0003,-0.0005,0.0007,30,-40.35,-26.48,-40.94,121.39,0.43,4.47,5,21.442,,,,NaN,,,,0 / 0,46007,2018-08-11 08:39:12:945
-0.7681,-0.0802,9.8372,-0.7667,-0.0792,9.7763,-0.0018,-0.0055,-0.0009,0.0003,-0.0005,0.0007,30,-42.3,-27.09,-39.46,121.27,0.46,4.48,5,20.229,,,,NaN,,,,0 / 0,46506,2018-08-11 08:39:13:444
-0.7801,-0.0789,9.8372,-0.7684,-0.0774,9.7762,0.0029,-0.0094,-0.0062,0.0003,-0.0005,0.0007,30,-42.3,-27.09,-39.46,121.26,0.44,4.5,5,25.996,,,,NaN,,,,0 / 0,47007,2018-08-11 08:39:13:945
-0.7837,-0.0766,9.8301,-0.7667,-0.0788,9.7763,-0.0119,0.0028,-0.0117,0.0003,-0.0005,0.0007,30,-41.95,-27.08,-40.05,121.24,0.46,4.48,5,24.67,,,,NaN,,,,0 / 0,47508,2018-08-11 08:39:14:446
-0.7645,-0.0766,9.8384,-0.7689,-0.0766,9.7762,0.0023,-0.0011,-0.0055,0.0003,-0.0005,-0.0005,30,-41.95,-27.08,-40.05,121.22,0.45,4.5,5,23.264,,,,NaN,,,,0 / 0,48007,2018-08-11 08:39:14:945
-0.7645,-0.0909,9.854,-0.7678,-0.0782,9.7762,0.0159,-0.0065,0.0134,0.0003,0.0007,0.0007,30,-41.59,-26.48,-40.63,120.26,0.46,4.49,5,23.514,,,,NaN,,,,0 / 0,48507,2018-08-11 08:39:15:445
-0.7669,-0.0718,9.8528,-0.771,-0.076,9.776,0.0078,0.0039,0.0066,0.0015,-0.0005,0.0007,30,-41.78,-27.39,-39.76,121.22,0.45,4.52,5,20.371,,,,NaN,,,,0 / 0,49007,2018-08-11 08:39:15:945
-0.7693,-0.0802,9.8396,-0.7676,-0.0738,9.7763,-0.005,-0.0015,0.0005,0.0015,-0.0018,0.0007,30,-41.59,-26.48,-40.63,120.24,0.43,4.49,5,20.171,,,,NaN,,,,0 / 0,49507,2018-08-11 08:39:16:445
-0.7705,-0.0789,9.8468,-0.764,-0.0757,9.7765,0.0071,-0.0056,0.007,0.0003,-0.0005,0.0007,30,-41.93,-26.5,-39.45,120.33,0.44,4.47,5,24.858,,,,NaN,,,,0 / 0,50008,2018-08-11 08:39:16:946
-0.7693,-0.0813,9.8432,-0.7707,-0.0795,9.776,-0.0044,-0.0034,0.0017,0.0003,-0.0005,0.0007,30,-40.7,-25.87,-41.51,120.78,0.46,4.5,5,23.865,,,,NaN,,,,0 / 0,50507,2018-08-11 08:39:17:445
-0.7801,-0.073,9.8313,-0.7699,-0.0778,9.7761,0.0032,-0.0056,-0.0153,0.0003,-0.0005,0.0007,30,-41.6,-27.1,-39.46,121.26,0.45,4.5,5,23.247,,,,NaN,,,,0 / 0,51007,2018-08-11 08:39:17:945
-0.7717,-0.0789,9.8504,-0.7655,-0.0776,9.7764,0.0038,0.005,0.0054,0.0015,-0.0005,0.0007,30,-41.59,-26.49,-40.04,120.3,0.47,4.49,5,22.232,,,,NaN,,,,0 / 0,51508,2018-08-11 08:39:18:446
-0.7657,-0.0861,9.8432,-0.7693,-0.0761,9.7761,-0.0049,0.0025,-0.0053,0.0003,-0.0018,-0.0005,30,-41.95,-27.08,-40.05,121.22,0.44,4.5,5,23.896,,,,NaN,,,,0 / 0,52007,2018-08-11 08:39:18:945
-0.7753,-0.0909,9.8384,-0.7679,-0.0803,9.7762,0.0068,-0.0045,0,0.0003,-0.0005,0.0007,30,-40.69,-25.89,-40.33,120.86,0.47,4.5,5,22.906,,,,NaN,,,,0 / 0,52507,2018-08-11 08:39:19:445
-0.7837,-0.0921,9.842,-0.7705,-0.0779,9.776,-0.0127,-0.0007,0.0032,0.0003,-0.0005,-0.0005,30,-41.6,-26.77,-40.64,121.19,0.45,4.51,5,24.939,,,,NaN,,,,0 / 0,53007,2018-08-11 08:39:19:945
-0.7777,-0.0813,9.8372,-0.7691,-0.0759,9.7762,-0.0043,-0.0051,-0.0057,0.0003,-0.0005,0.0007,30,-40.71,-26.48,-40.93,120.81,0.44,4.5,5,24.769,,,,NaN,,,,0 / 0,53508,2018-08-11 08:39:20:446
-0.7801,-0.0849,9.8504,-0.7739,-0.0756,9.7758,0.0009,-0.0079,-0.0074,0.0003,-0.0005,0.0007,30,-41.95,-27.08,-40.05,121.21,0.44,4.53,5,21.311,,,,NaN,,,,0 / 0,54007,2018-08-11 08:39:20:945
-0.7765,-0.0754,9.8468,-0.767,-0.081,9.7763,0.0035,-0.0029,0.0029,0.0003,-0.0005,0.0007,30,-42.3,-26.78,-40.05,121.24,0.47,4.49,5,26.149,,,,NaN,,,,0 / 0,54507,2018-08-11 08:39:21:445
-0.7071,-0.0502,9.7116,-0.76,-0.071,9.7769,0.0352,0.0208,0.0258,0.0027,-0.0018,-0.0005,30,-42.13,-27.1,-39.17,121.26,0.45,4.5,5,27.36,,,,NaN,,,,0 / 0,55007,2018-08-11 08:39:21:945
-0.7837,-0.0873,9.8336,-0.7616,-0.075,9.7767,-0.012,-0.0118,-0.0061,0.0003,-0.0005,0.0007,30,-41.77,-26.79,-39.75,121.23,0.43,4.45,5,22.257,,,,NaN,,,,0 / 0,55507,2018-08-11 08:39:22:445
-0.7741,-0.0873,9.8372,-0.7691,-0.0761,9.7761,-0.0076,-0.0022,-0.0018,0.0003,-0.0005,0.0007,30,-41.95,-27.08,-40.05,121.22,0.44,4.49,5,23.989,,,,NaN,,,,0 / 0,56007,2018-08-11 08:39:22:945
-0.7753,-0.073,9.8432,-0.7682,-0.078,9.7762,-0.0101,-0.0064,-0.0049,0.0003,0.0007,0.0007,30,-42.3,-26.46,-41.22,120.26,0.46,4.49,5,24.857,,,,NaN,,,,0 / 0,56507,2018-08-11 08:39:23:445
-0.7801,-0.0813,9.8492,-0.7676,-0.0746,9.7763,-0.006,-0.0024,0.0003,0.0015,-0.0005,0.0007,30,-41.96,-27.39,-39.47,121.26,0.44,4.49,5,23.222,,,,NaN,,,,0 / 0,57006,2018-08-11 08:39:23:944
-0.7478,-0.0718,9.8588,-0.7664,-0.0705,9.7764,0.0005,0.0057,-0.0041,0.0015,-0.0005,0.0007,30,-42.3,-27.09,-39.46,121.25,0.41,4.48,5,23.813,,,,NaN,,,,0 / 0,57508,2018-08-11 08:39:24:446
-0.7861,-0.0849,9.8289,-0.767,-0.0774,9.7763,-0.0028,-0.0113,-0.0027,0.0003,0.0007,-0.0005,30,-42.15,-27.68,-39.77,122.15,0.44,4.48,5,22.645,,,,NaN,,,,0 / 0,58007,2018-08-11 08:39:24:945
-0.7813,-0.0849,9.8384,-0.7669,-0.0802,9.7763,-0.0036,-0.0033,0.0002,0.0003,-0.0005,-0.0005,30,-42.3,-27.09,-39.46,121.28,0.47,4.49,5,22.75,,,,NaN,,,,0 / 0,58506,2018-08-11 08:39:25:444
-0.7896,-0.0873,9.8313,-0.7651,-0.0793,9.7764,-0.019,-0.002,-0.0084,0.0003,-0.0005,0.0007,30,-41.95,-27.08,-40.05,121.25,0.46,4.46,5,23.276,,,,NaN,,,,0 / 0,59006,2018-08-11 08:39:25:944
-0.7872,-0.0873,9.836,-0.7698,-0.0765,9.7761,-0.0019,-0.0041,0.0035,0.0003,-0.0005,-0.0005,30,-41.75,-26.21,-39.15,120.32,0.44,4.5,5,21.279,,,,NaN,,,,0 / 0,59507,2018-08-11 08:39:26:445
-0.7693,-0.0789,9.8504,-0.7665,-0.078,9.7763,0.002,-0.0004,0.0042,-0.001,-0.0005,0.0007,30,-41.97,-27.35,-41.24,121.2,0.45,4.49,5,22.299,,,,NaN,,,,0 / 0,60008,2018-08-11 08:39:26:946
-0.7561,-0.0682,9.86,-0.7674,-0.0754,9.7763,-0.0031,0.0058,0.0059,-0.001,-0.0005,0.0007,30,-42.14,-27.38,-39.76,121.23,0.44,4.49,5,21.436,,,,NaN,,,,0 / 0,60507,2018-08-11 08:39:27:445
-0.7645,-0.0658,9.854,-0.7686,-0.0746,9.7762,-0.0007,-0.0037,-0.0016,0.0015,-0.0005,0.0007,30,-42.49,-27.37,-40.35,121.22,0.44,4.5,5,20.408,,,,NaN,,,,0 / 0,61007,2018-08-11 08:39:27:945
-0.749,-0.0873,9.8647,-0.7575,-0.0761,9.7771,0.0096,-0.0091,0.0127,0.0015,-0.0005,0.0007,30,-42.66,-27.41,-38.28,120.76,0.44,4.44,5,22.236,,,,NaN,,,,0 / 0,61508,2018-08-11 08:39:28:446
-0.7693,-0.0682,9.8528,-0.7661,-0.0738,9.7764,-0.0025,-0.004,-0.0074,0.0015,0.0007,0.0007,30,-41.42,-26.76,-41.53,121.72,0.43,4.48,5,22.827,,,,NaN,,,,0 / 0,62006,2018-08-11 08:39:28:944
-0.7669,-0.0909,9.848,-0.7661,-0.0797,9.7764,-0.0137,0.0064,0.0013,-0.001,0.0007,-0.0005,30,-42.15,-27.37,-40.35,121.25,0.47,4.47,5,21.3,,,,NaN,,,,0 / 0,62507,2018-08-11 08:39:29:445
-0.7585,-0.0694,9.8707,-0.7634,-0.0807,9.7766,0.0018,-0.0056,-0.0038,0.0003,-0.0018,-0.0005,30,-41.6,-26.77,-40.64,121.22,0.47,4.46,5,24.071,,,,NaN,,,,0 / 0,63006,2018-08-11 08:39:29:944
-0.7502,-0.0778,9.8624,-0.7656,-0.0731,9.7764,0.0091,0.0002,0.0035,0.0003,-0.0005,0.0007,30,-40.89,-26.78,-40.64,121.75,0.43,4.49,5,22.115,,,,NaN,,,,0 / 0,63506,2018-08-11 08:39:30:444
-0.7729,-0.0766,9.8504,-0.7598,-0.0737,9.7769,0.0106,0.0039,0.011,0.0003,-0.0005,-0.0005,30,-42.14,-27.71,-38.59,122.19,0.44,4.46,5,24.489,,,,NaN,,,,0 / 0,64008,2018-08-11 08:39:30:946
-0.7789,-0.0849,9.8384,-0.769,-0.078,9.7761,-0.0045,-0.0064,-0.005,0.0003,-0.0005,-0.0005,30,-42.12,-26.79,-39.75,121.23,0.45,4.5,5,21.757,,,,NaN,,,,0 / 0,64507,2018-08-11 08:39:31:445
-0.7872,-0.0766,9.8396,-0.765,-0.0783,9.7765,0.0042,0.0015,-0.0044,0.0003,-0.0005,0.0007,30,-42.15,-27.36,-40.94,121.2,0.46,4.48,5,22.584,,,,NaN,,,,0 / 0,65007,2018-08-11 08:39:31:945
-0.7789,-0.0682,9.8468,-0.7666,-0.0732,9.7764,-0.003,0.0004,-0.0022,0.0015,-0.0018,-0.0005,30,-41.06,-26.79,-39.76,121.79,0.43,4.48,5,23.534,,,,NaN,,,,0 / 0,65507,2018-08-11 08:39:32:445
-0.7609,-0.0706,9.866,-0.7692,-0.0731,9.7762,-0.0024,0.0025,0.0005,0.0003,-0.0005,0.0007,30,-41.26,-27.38,-40.06,121.79,0.43,4.5,5,21.643,,,,NaN,,,,0 / 0,66006,2018-08-11 08:39:32:944
-0.7729,-0.073,9.8432,-0.7674,-0.0749,9.7763,0,0.0024,-0.0015,0.0003,-0.0005,0.0007,30,-40.72,-27.1,-39.77,121.8,0.44,4.49,5,24.713,,,,NaN,,,,0 / 0,66507,2018-08-11 08:39:33:445
-0.7849,-0.0694,9.8552,-0.77,-0.0768,9.7761,0.0117,0.0033,0.0092,0.0003,0.0007,0.0007,30,-42.48,-27.1,-39.16,121.26,0.45,4.51,5,24.298,,,,NaN,,,,0 / 0,67006,2018-08-11 08:39:33:944
-0.7765,-0.0826,9.8348,-0.7645,-0.0775,9.7765,0.0005,0.0058,0.0059,0.0015,-0.0005,0.0007,30,-41.07,-26.78,-40.35,121.81,0.45,4.47,5,22.012,,,,NaN,,,,0 / 0,67507,2018-08-11 08:39:34:445
-0.7466,-0.0754,9.854,-0.766,-0.0762,9.7764,0.0138,0.0005,0.006,0.0015,-0.0005,0.0007,30,-42.69,-27.97,-40.07,121.59,0.45,4.49,5,22.052,,,,NaN,,,,0 / 0,68008,2018-08-11 08:39:34:946
-0.7741,-0.0885,9.8504,-0.7681,-0.0772,9.7762,-0.0113,-0.0036,-0.0004,0.0003,-0.0005,-0.0005,30,-41.25,-27.07,-40.65,121.77,0.45,4.49,5,21.609,,,,NaN,,,,0 / 0,68507,2018-08-11 08:39:35:445
-0.7693,-0.0826,9.8528,-0.7702,-0.0775,9.776,-0.005,-0.0051,-0.0029,0.0015,0.0007,0.0007,30,-42.13,-26.77,-40.34,121.23,0.45,4.5,5,21.425,,,,NaN,,,,0 / 0,69007,2018-08-11 08:39:35:945
-0.7861,-0.0837,9.8444,-0.7654,-0.0804,9.7764,-0.0052,-0.0028,-0.0041,0.0003,0.0007,0.0007,30,-42.48,-27.08,-39.75,121.25,0.47,4.47,5,22.616,,,,NaN,,,,0 / 0,69507,2018-08-11 08:39:36:445
-0.7753,-0.0742,9.842,-0.7633,-0.0774,9.7766,0.0095,0.0022,0.0031,0.0015,-0.0005,0.0007,30,-41.07,-26.77,-40.94,121.78,0.46,4.47,5,25.109,,,,NaN,,,,0 / 0,70007,2018-08-11 08:39:36:945
-0.7741,-0.0849,9.8468,-0.7611,-0.0788,9.7768,0.0011,-0.0059,-0.0022,0.0015,-0.0005,0.0007,30,-42.14,-27.4,-39.17,121.28,0.46,4.45,5,25.9,,,,NaN,,,,0 / 0,70507,2018-08-11 08:39:37:445
-0.7717,-0.0742,9.8444,-0.7601,-0.0755,9.7769,-0.0063,0.0019,-0.0005,0.0003,-0.0005,-0.0005,30,-41.97,-27.67,-40.65,122.13,0.44,4.45,5,26.534,,,,NaN,,,,0 / 0,71007,2018-08-11 08:39:37:945
-0.7729,-0.0634,9.8492,-0.7658,-0.074,9.7764,-0.0096,0.004,-0.0047,0.0003,-0.0005,0.0007,30,-41.6,-26.79,-40.05,121.23,0.44,4.47,5,23.534,,,,NaN,,,,0 / 0,71508,2018-08-11 08:39:38:446
-0.7717,-0.0849,9.8432,-0.7708,-0.0776,9.776,-0.01,-0.0013,-0.0041,-0.001,0.0007,0.0007,30,-41.79,-27.05,-41.53,121.15,0.45,4.51,5,27.024,,,,NaN,,,,0 / 0,72006,2018-08-11 08:39:38:944
-0.7789,-0.073,9.842,-0.7677,-0.08,9.7762,-0.0058,0.006,-0.0017,0.0003,0.0007,0.0007,30,-41.07,-26.78,-40.35,121.82,0.47,4.48,5,25.208,,,,NaN,,,,0 / 0,72506,2018-08-11 08:39:39:444
-0.7813,-0.0813,9.8241,-0.7692,-0.0813,9.7761,0.005,-0.0079,0.0033,0.0003,-0.0005,-0.0005,30,-41.77,-26.79,-39.75,121.24,0.47,4.5,5,23.915,,,,NaN,,,,0 / 0,73006,2018-08-11 08:39:39:944
-0.7777,-0.073,9.8372,-0.7671,-0.0787,9.7763,-0.008,-0.0039,-0.0047,0.0003,-0.0005,0.0007,30,-41.63,-27.67,-40.66,122.12,0.46,4.48,5,24.382,,,,NaN,,,,0 / 0,73507,2018-08-11 08:39:40:445
-0.7789,-0.0885,9.8384,-0.7685,-0.0766,9.7762,-0.005,-0.0055,-0.0049,0.0003,-0.0005,-0.0005,30,-41.24,-26.8,-39.46,121.84,0.44,4.49,5,21.838,,,,NaN,,,,0 / 0,74007,2018-08-11 08:39:40:945
-0.7777,-0.0718,9.8444,-0.7683,-0.0735,9.7762,-0.0018,-0.0036,-0.0031,0.0015,-0.0005,-0.0005,30,-40.89,-27.1,-39.47,121.83,0.43,4.49,5,23.867,,,,NaN,,,,0 / 0,74508,2018-08-11 08:39:41:446
-0.7885,-0.0754,9.8301,-0.7697,-0.0761,9.7761,-0.0098,0.0048,0.0019,0.0015,-0.0005,-0.0005,30,-42.3,-27.09,-39.46,121.27,0.45,4.5,5,22.325,,,,NaN,,,,0 / 0,75007,2018-08-11 08:39:41:945
-0.7741,-0.0766,9.8456,-0.7632,-0.0778,9.7766,0.0059,-0.0001,0.0006,0.0015,-0.0005,0.0007,30,-41.07,-26.78,-40.35,121.82,0.45,4.46,5,22.766,,,,NaN,,,,0 / 0,75507,2018-08-11 08:39:42:445
-0.7514,-0.067,9.8612,-0.7615,-0.0748,9.7768,-0.0083,0.0026,-0.006,0.0015,-0.0005,0.0007,30,-42.15,-27.68,-39.77,122.16,0.44,4.45,5,21.381,,,,NaN,,,,0 / 0,76007,2018-08-11 08:39:42:945
-0.7597,-0.0694,9.8564,-0.7667,-0.0734,9.7764,-0.0162,0.0038,-0.0081,0.0015,-0.0018,-0.0005,30,-41.97,-27.34,-41.83,121.15,0.43,4.48,5,24.433,,,,NaN,,,,0 / 0,76507,2018-08-11 08:39:43:445
-0.7693,-0.0646,9.8372,-0.7646,-0.0731,9.7765,0.0012,0.008,-0.0098,0.0003,-0.0018,-0.0005,30,-42.31,-27.39,-39.47,121.26,0.43,4.48,5,20.496,,,,NaN,,,,0 / 0,77008,2018-08-11 08:39:43:946
-0.7849,-0.0826,9.8301,-0.7686,-0.0781,9.7762,0.0046,0.0054,0.0032,-0.001,0.0007,-0.0005,30,-41.94,-27.12,-38.28,121.31,0.46,4.5,5,22.877,,,,NaN,,,,0 / 0,77506,2018-08-11 08:39:44:444
-0.7872,-0.0897,9.8408,-0.7704,-0.0789,9.776,-0.003,-0.0049,-0.0012,0.0003,0.0007,0.0007,30,-41.43,-27.06,-41.53,121.73,0.46,4.5,5,20.904,,,,NaN,,,,0 / 0,78007,2018-08-11 08:39:44:945
-0.7813,-0.0802,9.8432,-0.7699,-0.077,9.7761,-0.0088,-0.0021,-0.0022,0.0003,-0.0005,-0.0017,30,-41.81,-27.96,-40.95,122.11,0.45,4.49,5,22.152,,,,NaN,,,,0 / 0,78507,2018-08-11 08:39:45:445
-0.7849,-0.073,9.8432,-0.7689,-0.0767,9.7762,-0.0084,0.0025,-0.0053,0.0003,0.0007,-0.0005,30,-41.81,-27.65,-41.54,122.08,0.45,4.49,5,21.334,,,,NaN,,,,0 / 0,79007,2018-08-11 08:39:45:945
-0.7932,-0.0754,9.8432,-0.7689,-0.0735,9.7762,0.0006,-0.0003,0.0042,0.0003,0.0007,-0.0005,30,-42.5,-27.36,-40.94,121.18,0.43,4.5,5,20.732,,,,NaN,,,,0 / 0,79508,2018-08-11 08:39:46:446
-0.7825,-0.0742,9.8456,-0.7702,-0.0755,9.7761,-0.0005,-0.0002,0.0023,-0.001,-0.0005,0.0007,30,-41.61,-27.38,-40.06,121.22,0.44,4.5,5,25.075,,,,NaN,,,,0 / 0,80007,2018-08-11 08:39:46:945
-0.7549,-0.0682,9.8516,-0.7658,-0.0734,9.7764,0.0026,-0.0024,0.0041,-0.001,-0.0005,0.0007,30,-42.14,-27.38,-39.76,121.22,0.42,4.48,5,27.722,,,,NaN,,,,0 / 0,80508,2018-08-11 08:39:47:446
-0.7597,-0.0837,9.848,-0.7661,-0.0769,9.7764,0.0009,-0.0039,-0.0047,0.0015,0.0007,0.0007,30,-42.48,-27.07,-40.35,121.23,0.45,4.48,5,30.943,,,,NaN,,,,0 / 0,81007,2018-08-11 08:39:47:945
-0.7849,-0.0706,9.8456,-0.7653,-0.0774,9.7764,0.0155,-0.0067,0.0056,0.0003,0.0007,-0.0005,30,-41.82,-27.94,-42.14,122.08,0.45,4.49,5,21.745,,,,NaN,,,,0 / 0,81506,2018-08-11 08:39:48:444
-0.7765,-0.0694,9.842,-0.7662,-0.078,9.7764,-0.0048,0.0006,-0.0042,0.0003,0.0007,0.0007,30,-41.43,-27.39,-39.77,121.81,0.46,4.48,5,21.658,,,,NaN,,,,0 / 0,82006,2018-08-11 08:39:48:944
-0.7849,-0.0813,9.8432,-0.7679,-0.0779,9.7762,-0.0077,-0.0042,-0.0002,0.0003,-0.0005,0.0007,30,-41.95,-27.08,-40.05,121.23,0.45,4.49,5,24.126,,,,NaN,,,,0 / 0,82507,2018-08-11 08:39:49:445
-0.7777,-0.0802,9.8504,-0.7662,-0.0729,9.7764,-0.0044,0.0067,0.0063,0.0015,0.0007,-0.0005,30,-41.63,-27.67,-40.66,122.11,0.44,4.47,5,28.644,,,,NaN,,,,0 / 0,83006,2018-08-11 08:39:49:944
-0.7729,-0.0778,9.8396,-0.7653,-0.0725,9.7765,-0.0027,-0.0053,-0.0072,0.0003,0.0007,0.0007,30,-41.97,-27.68,-40.06,122.14,0.42,4.47,5,26.445,,,,NaN,,,,0 / 0,83507,2018-08-11 08:39:50:445
-0.7765,-0.0766,9.8504,-0.7642,-0.0755,9.7765,-0.0022,-0.0032,0.0023,-0.001,0.0007,0.0007,30,-41.65,-28.25,-41.26,122.11,0.44,4.47,5,27.615,,,,NaN,,,,0 / 0,84007,2018-08-11 08:39:50:945
-0.7765,-0.0694,9.8456,-0.7654,-0.0791,9.7764,-0.0003,-0.0064,0.0003,0.0003,-0.0005,-0.0005,30,-42.17,-28.27,-40.37,122.16,0.46,4.48,5,20.443,,,,NaN,,,,0 / 0,84508,2018-08-11 08:39:51:446
-0.7741,-0.067,9.8504,-0.7652,-0.0748,9.7765,-0.0036,0.0062,0.0057,0.0003,-0.0005,0.0007,30,-42.13,-27.08,-39.76,121.23,0.44,4.47,5,22.447,,,,NaN,,,,0 / 0,85006,2018-08-11 08:39:51:944
-0.7837,-0.0802,9.8372,-0.7686,-0.0769,9.7762,-0.0087,-0.0035,-0.0029,0.0003,-0.0005,-0.0005,30,-41.58,-26.5,-39.45,120.32,0.45,4.49,5,24.851,,,,NaN,,,,0 / 0,85512,2018-08-11 08:39:52:450
-0.7801,-0.0766,9.8468,-0.7676,-0.0755,9.7763,-0.0114,0.0015,0.0031,0.0015,-0.0018,0.0007,30,-41.08,-26.76,-41.53,121.73,0.45,4.49,5,24.084,,,,NaN,,,,0 / 0,86007,2018-08-11 08:39:52:945
-0.7825,-0.0742,9.8408,-0.7637,-0.0751,9.7766,0.0049,-0.0019,0.0059,0.0003,-0.0005,0.0007,30,-40.89,-26.78,-40.64,121.77,0.44,4.47,5,28.639,,,,NaN,,,,0 / 0,86507,2018-08-11 08:39:53:445
-0.7741,-0.0789,9.8432,-0.7686,-0.0734,9.7762,-0.0042,-0.0081,-0.0019,0.0003,-0.0005,-0.0005,30,-41.24,-26.8,-39.46,121.82,0.42,4.49,5,28.306,,,,NaN,,,,0 / 0,87007,2018-08-11 08:39:53:945
-0.7777,-0.0658,9.854,-0.7654,-0.076,9.7764,-0.0071,0.0004,-0.0099,0.0003,0.0007,0.0007,30,-41.78,-27.08,-40.35,121.24,0.44,4.46,5,24.21,,,,NaN,,,,0 / 0,87507,2018-08-11 08:39:54:445
-0.7717,-0.0849,9.8372,-0.7677,-0.0746,9.7763,0.0002,-0.0043,-0.0008,0.0003,-0.0005,-0.0005,30,-41.8,-27.66,-40.95,122.11,0.44,4.49,5,23.361,,,,NaN,,,,0 / 0,88007,2018-08-11 08:39:54:945
-0.7597,-0.073,9.8588,-0.7678,-0.0754,9.7763,0.005,-0.0016,0.0097,0.0003,-0.0005,-0.0005,30,-41.98,-27.96,-40.66,122.11,0.44,4.5,5,24.242,,,,NaN,,,,0 / 0,88507,2018-08-11 08:39:55:445
-0.7753,-0.0861,9.8384,-0.767,-0.0771,9.7763,-0.002,-0.0059,-0.003,0.0015,0.0007,0.0007,30,-41.8,-27.66,-40.95,122.12,0.45,4.48,5,24.187,,,,NaN,,,,0 / 0,89007,2018-08-11 08:39:55:945
-0.7765,-0.0742,9.8396,-0.7672,-0.0785,9.7763,-0.0082,-0.0037,-0.0008,0.0015,-0.0005,-0.0005,30,-40.71,-26.8,-39.76,121.81,0.46,4.48,5,24.962,,,,NaN,,,,0 / 0,89507,2018-08-11 08:39:56:445
-0.7777,-0.067,9.854,-0.7664,-0.0714,9.7764,-0.0062,0.0036,0.0055,0.0015,-0.0005,0.0007,30,-41.62,-27.37,-40.65,121.18,0.42,4.48,5,23.596,,,,NaN,,,,0 / 0,90006,2018-08-11 08:39:56:944
-0.7765,-0.067,9.854,-0.7646,-0.0718,9.7765,-0.0037,-0.0054,-0.0037,0.0003,-0.0005,0.0007,30,-42.34,-27.64,-41.83,122.06,0.42,4.47,5,24.569,,,,NaN,,,,0 / 0,90507,2018-08-11 08:39:57:445
-0.7741,-0.073,9.8408,-0.7684,-0.0727,9.7762,-0.0045,0.0007,-0.0012,0.0003,-0.0005,-0.0005,30,-41.63,-27.64,-41.84,122.06,0.42,4.49,5,21.134,,,,NaN,,,,0 / 0,91007,2018-08-11 08:39:57:945
